Text,Types
"Hacienda Degollado is a local Mexican restaurant that my partner and I have frequented for the past few years. Male employee who usually runs the register (he has chin straps), is potentially the owner, always stares at me (female) when we come in. During this visit with a group of friends & my partner, I made way to the restroom where this man said ""hey pretty lady"" and made very suggestive eyes at me. I did not respond and since then do not make eye contact with this man. He still stares whenever we go in and has made my visits there very uncomfortable.",Ogling/Facial Expressions/Staring
A girl reported being catcalled and ogled at while spending time at the location.  Since then she has felt so unsafe that she recommends not to visit the area after dark,Ogling/Facial Expressions/Staring
yhan par bhot bhid hoti hai yahn par ladke mhilao ko dekh kar galt baat se baat karte hani,Commenting
"Following, sexual invites, teasing",Ogling/Facial Expressions/Staring
19 year old female student subjected to ogling and whistling,Ogling/Facial Expressions/Staring
"A woman aged 20, experienced catcalling whistling and commenting less than a month back.",Catcalls/Whistles
"Whistling and commenting, which was ignored by the girl. The incident was not reported to the police thinking it wasn\'t that big of a deal.",Commenting
Constant ogling,Ogling/Facial Expressions/Staring
Constant ogling,Ogling/Facial Expressions/Staring
He faced sexual invites. Though this incident hasnt changed his way of accessing the location.,Sexual Invites
baeral markit ke paad auto ke liye khde hote hai to vhan par ladke log stoking karte hai,Commenting
reported touching and groping,Touching /Groping
"Seeing girls going into this expanse, they tease.",Commenting
The person was robbed on the road.,Others
Few boys were continuously staring a group of girls and were passing bad comments on them,Commenting
Sham ke samay yhna par daru pi kar mhilao ke sath chedti karte hae .,Commenting
Incident did not change pattern of access to the location,Commenting
Incident did not change pattern of access to the location.,Catcalls/Whistles
I stay in a hostel near income tax. And often guys pass lees comments and stare girls in a way that make them uncomfortable. I have been through it many a times.,Commenting
A man was ogling at a girl and touching his private parts just to have attention but it was a disturbing sight.,Ogling/Facial Expressions/Staring
My computer teacher often touch my private parts,Touching /Groping
I was passing a street and there were no lights. Suddenly a man came and pressed my chest from behind and ran away laughing before I could understand anything,Commenting
"I was passing the road, a bike rider slowed his bike and groped my breast. I complained to the police but he was freed after sometime.",Commenting
इस मार्किट मे जब हम शॉपिंग करने गए थे तो वहाँ पर लड़के लोग गलत इशारे करते हें ।,Commenting
sexual invites given to a college student between 8PM-12AM a night.,Sexual Invites
My computer professor touch my chest in an inappropriate way.,Touching /Groping
reported touching and groping,Touching /Groping
यहाँ पर आम पब्लिक का आना होता हें । यहाँ पर महिलाओ के साथ हरेस मेंट बोता हें । यहाँ पर सेफ्टी होना चहिये:,Catcalls/Whistles
"Taking pictures, following, sexual comments",Stalking
stalking,Stalking
"An 18 year old girl said around 3 months ago, she was groped here. She also faced ogling and men taking her pictures. She didn't take any action.",Ogling/Facial Expressions/Staring
NA,Touching /Groping
reported touching at a party,Touching /Groping
reported taking pictures,Taking pictures
reported cat calls and whistling,Catcalls/Whistles
My computer teacher was touching me inappropriately. It happens very often.,Touching /Groping
The bus conductor was passing bad comments on me.,Commenting
The person was stalked.,Stalking
The guy who teach us computer touches girl's chest in a very inappropriate manner and that seems very disturbing to us,Touching /Groping
na,Commenting
na,Commenting
na,Touching /Groping
na,Touching /Groping
na,Stalking
na,Catcalls/Whistles
na,Ogling/Facial Expressions/Staring
na,Catcalls/Whistles
na,Catcalls/Whistles
"Pedicab cyclist follows behind pedestrian and then blocks her way and grabs her, expecting her to just quietly give in.",Stalking
"Pedicab cyclist insults and threatens shopper outside the mall, yelling at the top of his macho voice.",Commenting
